,date,pm25,no2,so2,co
851,2019-11-14,23.0,5.0,1.0,1.0
852,2019-11-15,10.0,,,
853,2019-12-09,29.0,,,
854,2019-12-15,26.0,14.0,,2.0
855,2019-12-16,20.0,13.0,5.0,2.0
856,2019-12-17,27.0,10.0,,2.0
857,2019-12-18,18.0,11.0,1.0,2.0
858,2019-12-19,13.0,7.0,,2.0
859,2019-12-20,3.0,9.0,5.0,2.0
860,2019-12-21,25.0,11.0,4.0,2.0
861,2019-12-22,29.0,8.0,1.0,2.0
862,2019-12-23,30.0,10.0,,3.0
863,2019-12-24,28.0,9.0,,3.0
864,2019-12-25,23.0,8.0,,3.0
865,2019-12-26,21.0,14.0,,3.0
866,2019-12-27,25.0,14.0,,4.0
867,2019-12-28,14.0,9.0,,3.0
868,2019-12-29,13.0,14.0,4.0,3.0
869,2019-12-30,17.0,,,
870,2019-07-01,12.0,1.0,1.0,1.0
871,2019-07-02,12.0,3.0,2.0,1.0
872,2019-07-03,14.0,3.0,4.0,2.0
873,2019-07-04,17.0,2.0,2.0,2.0
874,2019-07-05,19.0,2.0,,2.0
875,2019-07-06,24.0,1.0,1.0,2.0
876,2019-07-07,30.0,4.0,4.0,2.0
877,2019-07-08,17.0,2.0,1.0,2.0
878,2019-07-09,14.0,4.0,,2.0
879,2019-07-10,23.0,7.0,1.0,2.0
880,2019-07-11,27.0,4.0,1.0,2.0
881,2019-07-12,41.0,4.0,9.0,2.0
882,2019-07-13,37.0,2.0,1.0,3.0
883,2019-07-14,50.0,3.0,2.0,2.0
884,2019-07-15,19.0,2.0,1.0,2.0
885,2019-07-16,34.0,2.0,,2.0
886,2019-07-17,33.0,3.0,1.0,2.0
887,2019-07-18,25.0,3.0,1.0,1.0
888,2019-07-19,42.0,6.0,4.0,2.0
889,2019-07-20,78.0,2.0,,2.0
890,2019-07-21,70.0,3.0,1.0,2.0
891,2019-07-22,28.0,3.0,,2.0
892,2019-07-23,26.0,7.0,1.0,1.0
893,2019-07-24,53.0,2.0,,1.0
894,2019-07-25,26.0,1.0,,1.0
895,2019-07-26,10.0,2.0,,1.0
896,2019-07-27,5.0,1.0,2.0,1.0
897,2019-07-28,21.0,2.0,,1.0
898,2019-07-29,20.0,3.0,,2.0
899,2019-07-30,30.0,3.0,2.0,2.0
900,2019-07-31,27.0,2.0,,2.0
901,2019-08-01,38.0,2.0,,2.0
902,2019-08-02,38.0,2.0,4.0,2.0
903,2019-08-03,34.0,3.0,,2.0
904,2019-08-04,19.0,3.0,2.0,2.0
905,2019-08-05,20.0,2.0,1.0,2.0
906,2019-08-06,9.0,4.0,6.0,2.0
907,2019-08-07,24.0,6.0,2.0,2.0
908,2019-08-08,35.0,2.0,1.0,2.0
909,2019-08-09,11.0,2.0,1.0,2.0
910,2019-08-10,16.0,2.0,,2.0
911,2019-08-11,30.0,3.0,,2.0
912,2019-08-12,15.0,4.0,1.0,2.0
913,2019-08-13,24.0,3.0,,2.0
914,2019-08-14,29.0,3.0,1.0,2.0
915,2019-08-15,28.0,1.0,1.0,1.0
916,2019-08-16,13.0,1.0,,1.0
917,2019-08-17,14.0,3.0,3.0,1.0
918,2019-08-18,15.0,4.0,6.0,1.0
919,2019-08-19,13.0,2.0,1.0,1.0
920,2019-08-20,10.0,1.0,,1.0
921,2019-08-21,12.0,2.0,,1.0
922,2019-08-22,17.0,3.0,,2.0
923,2019-08-23,12.0,1.0,,2.0
924,2019-08-24,7.0,3.0,4.0,2.0
925,2019-08-25,11.0,3.0,4.0,2.0
926,2019-08-26,14.0,2.0,,2.0
927,2019-08-27,13.0,2.0,2.0,2.0
928,2019-08-28,14.0,3.0,5.0,2.0
929,2019-08-29,20.0,4.0,7.0,2.0
930,2019-08-30,29.0,6.0,6.0,2.0
931,2019-08-31,27.0,2.0,,2.0
932,2019-09-01,17.0,1.0,,2.0
933,2019-09-02,12.0,3.0,,3.0
934,2019-09-03,18.0,2.0,,2.0
935,2019-09-04,17.0,2.0,3.0,2.0
936,2019-09-05,14.0,4.0,1.0,2.0
937,2019-09-06,19.0,3.0,1.0,3.0
938,2019-09-07,18.0,2.0,1.0,3.0
939,2019-09-08,14.0,3.0,,2.0
940,2019-09-09,16.0,5.0,,3.0
941,2019-09-10,17.0,4.0,,2.0
942,2019-09-11,19.0,5.0,1.0,1.0
943,2019-09-12,23.0,6.0,,2.0
944,2019-09-13,14.0,6.0,,1.0
945,2019-09-14,12.0,5.0,1.0,2.0
946,2019-09-15,11.0,4.0,,1.0
947,2019-09-16,13.0,4.0,4.0,1.0
948,2019-09-17,24.0,4.0,1.0,1.0
949,2019-09-18,16.0,5.0,,2.0
950,2019-09-19,19.0,3.0,,1.0
951,2019-09-20,14.0,3.0,,2.0
952,2019-09-21,15.0,3.0,,1.0
953,2019-09-22,10.0,2.0,,1.0
954,2019-09-23,10.0,2.0,1.0,2.0
955,2019-09-24,21.0,6.0,,2.0
956,2019-09-25,16.0,4.0,,2.0
957,2019-09-26,14.0,3.0,1.0,2.0
958,2019-09-27,15.0,2.0,,2.0
959,2019-09-28,17.0,6.0,1.0,2.0
960,2019-09-29,17.0,7.0,,2.0
961,2019-09-30,15.0,7.0,1.0,2.0
962,2019-04-01,18.0,3.0,2.0,3.0
963,2019-04-02,22.0,1.0,,3.0
964,2019-04-03,18.0,4.0,1.0,3.0
965,2019-04-04,21.0,4.0,,3.0
966,2019-04-05,25.0,4.0,,4.0
967,2019-04-06,24.0,3.0,,4.0
968,2019-04-07,17.0,4.0,4.0,4.0
969,2019-04-08,25.0,2.0,,4.0
970,2019-04-09,21.0,6.0,1.0,4.0
971,2019-04-10,15.0,3.0,1.0,2.0
972,2019-04-11,18.0,7.0,,1.0
973,2019-04-12,22.0,6.0,1.0,1.0
974,2019-04-13,23.0,3.0,4.0,1.0
975,2019-04-14,22.0,2.0,4.0,1.0
976,2019-04-15,14.0,5.0,,1.0
977,2019-04-16,18.0,5.0,3.0,1.0
978,2019-04-17,23.0,5.0,,1.0
979,2019-04-18,8.0,1.0,,1.0
980,2019-04-19,9.0,3.0,2.0,1.0
981,2019-04-20,12.0,3.0,,2.0
982,2019-04-21,18.0,3.0,1.0,1.0
983,2019-04-22,28.0,1.0,,2.0
984,2019-04-23,12.0,4.0,,2.0
985,2019-04-24,16.0,3.0,1.0,2.0
986,2019-04-25,13.0,5.0,5.0,2.0
987,2019-04-26,16.0,1.0,,2.0
988,2019-04-27,13.0,6.0,1.0,2.0
989,2019-04-28,30.0,7.0,1.0,2.0
990,2019-04-29,20.0,3.0,2.0,2.0
991,2019-04-30,14.0,2.0,,2.0
992,2019-05-01,15.0,2.0,,1.0
993,2019-05-02,20.0,1.0,3.0,1.0
994,2019-05-03,15.0,2.0,4.0,1.0
995,2019-05-04,18.0,3.0,1.0,1.0
996,2019-05-05,20.0,4.0,3.0,1.0
997,2019-05-06,23.0,5.0,1.0,1.0
998,2019-05-07,25.0,5.0,2.0,1.0
999,2019-05-08,19.0,5.0,1.0,1.0
1000,2019-05-09,18.0,2.0,2.0,1.0
1001,2019-05-10,8.0,4.0,,1.0
1002,2019-05-11,8.0,2.0,8.0,1.0
1003,2019-05-12,20.0,3.0,2.0,2.0
1004,2019-05-13,14.0,6.0,5.0,2.0
1005,2019-05-14,17.0,4.0,1.0,2.0
1006,2019-05-15,16.0,3.0,1.0,2.0
1007,2019-05-16,11.0,2.0,,1.0
1008,2019-05-17,10.0,1.0,,1.0
1009,2019-05-18,10.0,2.0,1.0,2.0
1010,2019-05-19,12.0,3.0,,2.0
1011,2019-05-20,17.0,4.0,,2.0
1012,2019-05-21,29.0,3.0,1.0,2.0
1013,2019-05-22,42.0,8.0,7.0,2.0
1014,2019-05-23,32.0,7.0,1.0,2.0
1015,2019-05-24,37.0,3.0,1.0,2.0
1016,2019-05-25,19.0,3.0,1.0,2.0
1017,2019-05-26,38.0,5.0,4.0,8.0
1018,2019-05-27,131.0,4.0,2.0,5.0
1019,2019-05-28,103.0,8.0,3.0,9.0
1020,2019-05-29,158.0,3.0,3.0,3.0
1021,2019-05-30,62.0,5.0,8.0,3.0
1022,2019-05-31,77.0,1.0,,3.0
