date, pm25, o3, no2, so2, co
2020/1/6, 14, , 4, 1, 3
2020/1/7, 13, , 10, , 2
2020/1/8, 15, , 6, 1, 
2020/1/9, 14, , 12, 3, 
2020/1/10, 15, , 14, 1, 
2020/1/11, 16, , 8, 1, 
2020/1/12, 19, , 7, 2, 
2020/1/13, 13, , 13, 1, 
2020/1/14, 21, , 5, 1, 
2020/1/15, 16, , 12, 2, 
2020/1/16, 23, , 17, 1, 
2020/1/17, 23, , 9, 2, 
2020/1/18, 18, , 10, 1, 
2020/1/19, 14, , 12, 1, 
2020/1/20, 16, , 14, 1, 1
2020/1/21, 21, , 12, 1, 1
2020/1/22, 19, , 10, 1, 1
2020/1/23, 25, , 8, 1, 1
2020/1/24, 21, , 16, 1, 2
2020/1/25, 30, , 17, 1, 2
2020/1/26, 45, , 7, , 2
2020/1/27, 27, , 12, 1, 2
2020/1/28, 27, , 9, , 2
2020/1/29, 32, , 8, 1, 2
2020/1/30, 23, , 7, , 2
2020/1/31, 13, , 7, 1, 2
2020/2/1, 8, , 17, 1, 2
2020/2/2, 25, , 6, 4, 2
2020/2/3, 23, , 9, 1, 2
2020/2/4, 24, , 20, 1, 3
2020/2/5, 20, , 11, , 1
2020/2/6, 14, , 11, 6, 1
2020/2/7, 21, , 17, 5, 1
2020/2/8, 45, , 20, 17, 2
2020/2/9, 60, , 16, 3, 1
2020/2/10, 8, , 13, , 1
2020/2/11, 7, , 6, , 1
2020/2/12, 11, , 12, 1, 1
2020/2/13, 21, , 12, , 1
2020/2/14, 16, , 3, , 1
2020/2/15, 18, , 11, 2, 1
2020/2/16, 14, , 7, 3, 1
2020/2/17, 22, , 5, 2, 1
2020/2/18, 16, , 15, 1, 2
2020/2/19, 26, , 18, , 3
2020/2/20, 30, , 11, , 2
2020/2/21, 21, , 1, , 2
2020/2/22, 1, , 6, , 2
2020/2/23, 5, , 4, 1, 2
2020/2/24, 9, , 8, 5, 2
2020/2/25, 24, , 9, 1, 2
2020/2/26, 24, , 11, , 2
2020/2/27, 31, , 13, , 3
2020/2/28, 20, , 4, 3, 2
2020/2/29, 8, , 2, 1, 2
2020/3/1, 16, , 6, 1, 2
2020/3/2, 17, , 2, 3, 2
2020/3/3, 3, , 11, , 3
2020/3/4, 22, , 12, 9, 3
2020/3/5, 34, , 10, 3, 3
2020/3/6, 34, , 5, 6, 3
2020/3/7, 21, , 4, , 3
2020/3/8, 13, , 3, , 3
2020/3/9, 13, , 10, 1, 2
2020/3/10, 25, , 11, 1, 1
2020/3/11, 21, , 5, 3, 1
2020/3/12, 16, , 2, 5, 1
2020/3/13, 25, , 2, 5, 1
2020/3/14, 19, , 5, , 1
2020/3/15, 22, , 7, , 1
2020/3/16, 13, , 4, 3, 1
2020/3/17, 18, , 5, 8, 1
2020/3/18, 42, , 5, 2, 1
2020/3/19, 27, , 8, 15, 1
2020/3/20, 41, , 9, 1, 1
2020/3/21, 38, , 6, 1, 1
2020/3/22, 42, , 3, 10, 1
2020/3/23, 9, , 4, , 1
2020/3/24, 9, , 3, 24, 1
2020/3/25, 21, , 6, 2, 2
2020/3/26, 17, , 4, 2, 2
2020/3/27, 18, , 3, 1, 1
2020/3/28, 12, , 2, 4, 1
2020/3/29, 15, , , , 
2019/10/1, 15, , 8, , 2
2019/10/2, 19, , 8, 1, 2
2019/10/3, 21, , 6, 1, 1
2019/10/4, 19, , 1, , 1
2019/10/5, 15, , 4, , 1
2019/10/6, 14, , 8, 1, 1
2019/10/7, 20, , 1, , 1
2019/10/8, 10, , 5, , 1
2019/10/9, 10, , 7, , 1
2019/10/10, 16, , 7, 1, 2
2019/10/11, 22, , 8, 1, 2
2019/10/12, 27, , 8, , 2
2019/10/13, 31, , 4, 2, 1
2019/10/14, 15, , 5, 1, 2
2019/10/15, 13, , 4, , 2
2019/10/16, 19, , 4, , 2
2019/10/17, 18, , 8, 2, 2
2019/10/18, 21, , 8, 2, 2
2019/10/19, 22, , 3, , 2
2019/10/20, 6, , 6, , 2
2019/10/21, 12, , 6, , 2
2019/10/22, 22, , 5, , 2
2019/10/23, 24, , 4, , 2
2019/10/24, 7, , 7, 1, 2
2019/10/25, 13, , 3, 1, 2
2019/10/26, 11, , 5, 1, 2
2019/10/28, 15, , 5, 1, 2
2019/10/29, 12, , 11, , 3
2019/10/30, 15, , 6, , 2
2019/10/31, 11, , 9, 1, 3
2019/11/1, 20, , 7, , 3
2019/11/2, 13, , 7, , 3
2019/11/3, 32, , 3, 1, 2
2019/11/4, 8, , 9, , 3
2019/11/5, 19, , 4, 1, 2
2019/11/6, 10, , 3, 1, 2
2019/11/7, 14, , 7, 1, 3
2019/11/8, 19, , 7, 3, 2
2019/11/9, 20, , 5, 1, 2
2019/11/10, 13, , 5, , 3
2019/11/11, 16, , 13, , 4
2019/11/12, 25, , 16, 2, 3
2019/11/13, 25, , 13, 2, 2
2019/11/14, 23, , 5, 1, 1
2019/11/15, 10, , , , 
2019/12/9, 29, , , , 
2019/12/15, 26, , 14, , 2
2019/12/16, 20, , 13, 5, 2
2019/12/17, 27, , 10, , 2
2019/12/18, 18, , 11, 1, 2
2019/12/19, 13, , 7, , 2
2019/12/20, 3, , 9, 5, 2
2019/12/21, 25, , 11, 4, 2
2019/12/22, 29, , 8, 1, 2
2019/12/23, 30, , 10, , 3
2019/12/24, 28, , 9, , 3
2019/12/25, 23, , 8, , 3
2019/12/26, 21, , 14, , 3
2019/12/27, 25, , 14, , 4
2019/12/28, 14, , 9, , 3
2019/12/29, 13, , 14, 4, 3
2019/12/30, 17, , , , 
2019/7/1, 12, , 1, 1, 1
2019/7/2, 12, , 3, 2, 1
2019/7/3, 14, , 3, 4, 2
2019/7/4, 17, , 2, 2, 2
2019/7/5, 19, , 2, , 2
2019/7/6, 24, , 1, 1, 2
2019/7/7, 30, , 4, 4, 2
2019/7/8, 17, , 2, 1, 2
2019/7/9, 14, , 4, , 2
2019/7/10, 23, , 7, 1, 2
2019/7/11, 27, , 4, 1, 2
2019/7/12, 41, , 4, 9, 2
2019/7/13, 37, , 2, 1, 3
2019/7/14, 50, , 3, 2, 2
2019/7/15, 19, , 2, 1, 2
2019/7/16, 34, , 2, , 2
2019/7/17, 33, , 3, 1, 2
2019/7/18, 25, , 3, 1, 1
2019/7/19, 42, , 6, 4, 2
2019/7/20, 78, , 2, , 2
2019/7/21, 70, , 3, 1, 2
2019/7/22, 28, , 3, , 2
2019/7/23, 26, , 7, 1, 1
2019/7/24, 53, , 2, , 1
2019/7/25, 26, , 1, , 1
2019/7/26, 10, , 2, , 1
2019/7/27, 5, , 1, 2, 1
2019/7/28, 21, , 2, , 1
2019/7/29, 20, , 3, , 2
2019/7/30, 30, , 3, 2, 2
2019/7/31, 27, , 2, , 2
2019/8/1, 38, , 2, , 2
2019/8/2, 38, , 2, 4, 2
2019/8/3, 34, , 3, , 2
2019/8/4, 19, , 3, 2, 2
2019/8/5, 20, , 2, 1, 2
2019/8/6, 9, , 4, 6, 2
2019/8/7, 24, , 6, 2, 2
2019/8/8, 35, , 2, 1, 2
2019/8/9, 11, , 2, 1, 2
2019/8/10, 16, , 2, , 2
2019/8/11, 30, , 3, , 2
2019/8/12, 15, , 4, 1, 2
2019/8/13, 24, , 3, , 2
2019/8/14, 29, , 3, 1, 2
2019/8/15, 28, , 1, 1, 1
2019/8/16, 13, , 1, , 1
2019/8/17, 14, , 3, 3, 1
2019/8/18, 15, , 4, 6, 1
2019/8/19, 13, , 2, 1, 1
2019/8/20, 10, , 1, , 1
2019/8/21, 12, , 2, , 1
2019/8/22, 17, , 3, , 2
2019/8/23, 12, , 1, , 2
2019/8/24, 7, , 3, 4, 2
2019/8/25, 11, , 3, 4, 2
2019/8/26, 14, , 2, , 2
2019/8/27, 13, , 2, 2, 2
2019/8/28, 14, , 3, 5, 2
2019/8/29, 20, , 4, 7, 2
2019/8/30, 29, , 6, 6, 2
2019/8/31, 27, , 2, , 2
2019/9/1, 17, , 1, , 2
2019/9/2, 12, , 3, , 3
2019/9/3, 18, , 2, , 2
2019/9/4, 17, , 2, 3, 2
2019/9/5, 14, , 4, 1, 2
2019/9/6, 19, , 3, 1, 3
2019/9/7, 18, , 2, 1, 3
2019/9/8, 14, , 3, , 2
2019/9/9, 16, , 5, , 3
2019/9/10, 17, , 4, , 2
2019/9/11, 19, , 5, 1, 1
2019/9/12, 23, , 6, , 2
2019/9/13, 14, , 6, , 1
2019/9/14, 12, , 5, 1, 2
2019/9/15, 11, , 4, , 1
2019/9/16, 13, , 4, 4, 1
2019/9/17, 24, , 4, 1, 1
2019/9/18, 16, , 5, , 2
2019/9/19, 19, , 3, , 1
2019/9/20, 14, , 3, , 2
2019/9/21, 15, , 3, , 1
2019/9/22, 10, , 2, , 1
2019/9/23, 10, , 2, 1, 2
2019/9/24, 21, , 6, , 2
2019/9/25, 16, , 4, , 2
2019/9/26, 14, , 3, 1, 2
2019/9/27, 15, , 2, , 2
2019/9/28, 17, , 6, 1, 2
2019/9/29, 17, , 7, , 2
2019/9/30, 15, , 7, 1, 2
2019/4/1, 18, , 3, 2, 3
2019/4/2, 22, , 1, , 3
2019/4/3, 18, , 4, 1, 3
2019/4/4, 21, , 4, , 3
2019/4/5, 25, , 4, , 4
2019/4/6, 24, , 3, , 4
2019/4/7, 17, , 4, 4, 4
2019/4/8, 25, , 2, , 4
2019/4/9, 21, , 6, 1, 4
2019/4/10, 15, , 3, 1, 2
2019/4/11, 18, , 7, , 1
2019/4/12, 22, , 6, 1, 1
2019/4/13, 23, , 3, 4, 1
2019/4/14, 22, , 2, 4, 1
2019/4/15, 14, , 5, , 1
2019/4/16, 18, , 5, 3, 1
2019/4/17, 23, , 5, , 1
2019/4/18, 8, , 1, , 1
2019/4/19, 9, , 3, 2, 1
2019/4/20, 12, , 3, , 2
2019/4/21, 18, , 3, 1, 1
2019/4/22, 28, , 1, , 2
2019/4/23, 12, , 4, , 2
2019/4/24, 16, , 3, 1, 2
2019/4/25, 13, , 5, 5, 2
2019/4/26, 16, , 1, , 2
2019/4/27, 13, , 6, 1, 2
2019/4/28, 30, , 7, 1, 2
2019/4/29, 20, , 3, 2, 2
2019/4/30, 14, , 2, , 2
2019/5/1, 15, , 2, , 1
2019/5/2, 20, , 1, 3, 1
2019/5/3, 15, , 2, 4, 1
2019/5/4, 18, , 3, 1, 1
2019/5/5, 20, , 4, 3, 1
2019/5/6, 23, , 5, 1, 1
2019/5/7, 25, , 5, 2, 1
2019/5/8, 19, , 5, 1, 1
2019/5/9, 18, , 2, 2, 1
2019/5/10, 8, , 4, , 1
2019/5/11, 8, , 2, 8, 1
2019/5/12, 20, , 3, 2, 2
2019/5/13, 14, , 6, 5, 2
2019/5/14, 17, , 4, 1, 2
2019/5/15, 16, , 3, 1, 2
2019/5/16, 11, , 2, , 1
2019/5/17, 10, , 1, , 1
2019/5/18, 10, , 2, 1, 2
2019/5/19, 12, , 3, , 2
2019/5/20, 17, , 4, , 2
2019/5/21, 29, , 3, 1, 2
2019/5/22, 42, , 8, 7, 2
2019/5/23, 32, , 7, 1, 2
2019/5/24, 37, , 3, 1, 2
2019/5/25, 19, , 3, 1, 2
2019/5/26, 38, , 5, 4, 8
2019/5/27, 131, , 4, 2, 5
2019/5/28, 103, , 8, 3, 9
2019/5/29, 158, , 3, 3, 3
2019/5/30, 62, , 5, 8, 3
2019/5/31, 77, , 1, , 3
2019/6/1, 43, , 2, , 4
2019/6/2, 53, , 5, , 4
2019/6/3, 81, , 1, , 3
2019/6/4, 26, , 1, 1, 3
2019/6/5, 22, , 4, , 3
2019/6/6, 14, , 2, 1, 3
2019/6/7, 11, , 1, 1, 3
2019/6/8, 4, , 3, , 3
2019/6/9, 22, , 3, 4, 3
2019/6/10, 23, , 3, , 4
2019/6/11, 45, , 2, , 4
2019/6/12, 18, , 3, 1, 5
2019/6/13, 60, , 3, 3, 4
2019/6/14, 37, , 3, 1, 4
2019/6/15, 23, , 4, 4, 4
2019/6/16, 36, , 2, , 4
2019/6/17, 41, , 3, 1, 4
2019/6/18, 25, , 3, 9, 4
2019/6/19, 18, , 4, 2, 4
2019/6/20, 37, , 4, 4, 2
2019/6/21, 44, , 6, 5, 1
2019/6/22, 39, , 4, 2, 1
2019/6/23, 34, , 2, 1, 1
2019/6/24, 13, , 3, 2, 1
2019/6/25, 17, , 3, 1, 1
2019/6/26, 23, , 2, 2, 1
2019/6/27, 16, , 2, , 1
2019/6/28, 12, , 2, 1, 2
2019/6/29, 15, , 1, , 1
2019/6/30, 18, , 1, 2, 1
2019/1/2, 13, , 6, , 2
2019/1/3, 8, , 11, , 3
2019/1/4, 9, , 6, , 2
2019/1/5, 10, , 6, 1, 2
2019/1/6, 29, , 4, , 2
2019/1/7, 21, , 3, 1, 2
2019/1/8, 13, , 15, , 2
2019/1/9, 24, , 13, 1, 1
2019/1/10, 17, , 14, 7, 1
2019/1/11, 25, , 11, 1, 1
2019/1/12, 24, , 15, 1, 2
2019/1/13, 48, , 11, 6, 1
2019/1/14, 25, , 13, 2, 1
2019/1/15, 22, , 18, 1, 2
2019/1/16, 30, , 17, , 1
2019/1/17, 23, , 12, 1, 1
2019/1/18, 26, , 13, , 2
2019/1/19, 20, , 8, , 2
2019/1/20, 12, , 13, , 2
2019/1/21, 10, , 10, , 2
2019/1/22, 21, , 16, 3, 2
2019/1/23, 31, , 14, , 2
2019/1/24, 19, , 15, , 2
2019/1/25, 20, , 11, 1, 2
2019/1/26, 28, , 7, , 2
2019/1/27, 16, , 7, 2, 2
2019/1/28, 13, , 14, 3, 2
2019/1/29, 21, , 12, 1, 2
2019/1/30, 15, , 8, , 2
2019/1/31, 16, , 8, 1, 2
2019/2/1, 18, , 9, , 2
2019/2/2, 25, , 7, 1, 2
2019/2/3, 17, , 11, 3, 2
2019/2/4, 19, , 17, 2, 3
2019/2/5, 29, , 17, 1, 3
2019/2/6, 22, , 18, 1, 3
2019/2/7, 23, , 19, 1, 3
2019/2/8, 30, , 11, 4, 1
2019/2/9, 23, , 21, 1, 2
2019/2/10, 27, , 14, 1, 1
2019/2/11, 17, , 16, 1, 1
2019/2/12, 17, , 15, 1, 1
2019/2/13, 19, , 20, , 1
2019/2/14, 25, , 14, 1, 1
2019/2/15, 30, , 11, 2, 1
2019/2/16, 25, , 7, 1, 1
2019/2/17, 19, , 12, 16, 1
2019/2/18, 46, , 10, 2, 2
2019/2/19, 29, , 11, 2, 2
2019/2/20, 40, , 7, 1, 2
2019/2/21, 22, , 14, 1, 2
2019/2/22, 21, , 7, 1, 2
2019/2/23, 21, , 6, 2, 2
2019/2/24, 17, , 15, 1, 2
2019/2/25, 40, , 15, , 2
2019/2/26, 26, , 7, , 2
2019/2/27, 4, , 6, 1, 2
2019/2/28, 4, , 4, 1, 2
2019/3/1, 17, , 8, 4, 2
2019/3/2, 34, , 10, 9, 2
2019/3/3, 29, , 10, 3, 2
2019/3/4, 24, , 10, 162, 2
2019/3/5, 18, , 7, 1, 2
2019/3/6, 10, , 17, , 3
2019/3/7, 14, , 13, , 3
2019/3/8, 16, , 13, 10, 2
2019/3/9, 33, , 11, 3, 1
2019/3/10, 18, , 9, 1, 1
2019/3/11, 17, , 9, , 2
2019/3/12, 17, , 7, 1, 2
2019/3/13, 8, , 10, , 2
2019/3/14, 12, , 13, 1, 2
2019/3/15, 30, , 5, , 2
2019/3/16, 10, , 10, 2, 2
2019/3/17, 18, , 6, , 2
2019/3/18, 16, , 9, , 3
2019/3/19, 25, , 11, , 2
2019/3/20, 25, , 12, 9, 3
2019/3/21, 31, , 7, , 2
2019/3/22, 29, , 9, 4, 2
2019/3/23, 38, , 7, , 3
2019/3/24, 33, , 4, 1, 3
2019/3/25, 22, , 9, , 3
2019/3/26, 40, , 8, 5, 3
2019/3/27, 34, , 5, 3, 3
2019/3/28, 16, , 12, 2, 3
2019/3/29, 22, , 4, 4, 3
2019/3/30, 31, , 5, 2, 3
2019/3/31, 21, , 4, 1, 3
2018/10/1, 14, , 1, 1, 1
2018/10/2, 6, , 4, 2, 1
2018/10/3, 12, , 5, 1, 1
2018/10/4, 13, , 5, 4, 1
2018/10/5, 17, , 6, , 1
2018/10/6, 18, , 1, , 1
2018/10/7, 6, , 6, , 1
2018/10/8, 14, , 10, , 1
2018/10/9, 13, , 8, , 1
2018/10/10, 16, , 9, , 2
2018/10/11, 27, , 4, 1, 1
2018/10/12, 20, , 6, 2, 1
2018/10/13, 21, , 4, , 1
2018/10/14, 18, , 5, 1, 2
2018/10/15, 16, , 10, , 2
2018/10/16, 22, , 7, , 2
2018/10/17, 19, , 6, , 2
2018/10/18, 16, , 5, 1, 2
2018/10/19, 12, , 3, , 2
2018/10/20, 9, , 7, 2, 2
2018/10/21, 13, , 11, 1, 2
2018/10/22, 19, , 12, , 3
2018/10/23, 29, , 11, 1, 3
2018/10/24, 30, , 7, , 3
2018/10/25, 46, , 8, , 3
2018/10/26, 32, , 8, , 3
2018/10/27, 21, , 9, , 3
2018/10/29, 32, , 11, 1, 2
2018/10/30, 36, , 6, 1, 2
2018/10/31, 31, , 5, , 3
2018/11/1, 25, , 6, 3, 3
2018/11/2, 27, , 4, , 1
2018/11/3, 13, , 6, 1, 1
2018/11/4, 34, , 2, , 1
2018/11/5, 8, , 3, , 1
2018/11/6, 10, , 4, 1, 1
2018/11/7, 18, , 5, 1, 1
2018/11/8, 28, , 12, 1, 1
2018/11/9, 37, , 9, 1, 1
2018/11/10, 42, , 8, 1, 1
2018/11/11, 23, , 3, 1, 1
2018/11/12, 11, , 8, , 1
2018/11/13, 23, , 6, , 1
2018/11/14, 36, , 8, 5, 1
2018/11/15, 35, , 5, 6, 1
2018/11/16, 23, , 13, 1, 2
2018/11/17, 32, , 10, 1, 1
2018/11/18, 33, , 6, , 1
2018/11/19, 29, , 10, , 2
2018/11/20, 44, , 6, , 2
2018/11/21, 36, , 6, , 2
2018/11/22, 44, , 8, , 2
2018/11/23, 42, , 5, 1, 2
2018/11/24, 14, , 8, 1, 2
2018/11/25, 21, , 7, , 2
2018/11/26, 40, , 7, , 2
2018/11/27, 37, , 4, , 2
2018/11/28, 18, , 4, , 2
2018/11/29, 18, , 12, , 2
2018/11/30, 35, , 12, 1, 2
2018/12/1, 22, , 14, , 2
2018/12/2, 40, , 13, 1, 3
2018/12/3, 43, , 2, 2, 2
2018/12/4, 16, , 7, 2, 3
2018/12/5, 25, , 6, 2, 2
2018/12/6, 12, , 12, , 2
2018/12/7, 34, , 12, , 2
2018/12/8, 38, , 13, , 2
2018/12/9, 38, , 17, , 3
2018/12/10, 53, , 13, , 2
2018/12/11, 31, , 13, 1, 2
2018/12/12, 28, , 5, , 1
2018/12/13, 12, , 12, , 1
2018/12/14, 11, , 15, 1, 1
2018/12/15, 29, , 9, 3, 1
2018/12/16, 37, , 7, , 1
2018/12/17, 26, , 8, , 1
2018/12/18, 22, , 12, , 2
2018/12/19, 24, , 11, , 2
2018/12/20, 34, , 10, , 2
2018/12/21, 20, , 4, 3, 2
2018/12/22, 15, , 6, , 2
2018/12/23, 11, , 11, 1, 2
2018/12/24, 33, , 7, 1, 2
2018/12/25, 17, , 8, 6, 2
2018/12/26, 21, , 6, 1, 2
2018/12/27, 17, , 10, , 2
2018/12/28, 17, , 12, 1, 2
2018/12/29, 23, , 9, , 2
2018/12/30, 12, , 15, 3, 2
2018/12/31, 27, , , , 
2018/7/1, 21, , 4, 1, 2
2018/7/2, 22, , 2, , 1
2018/7/3, 14, , 5, 1, 1
2018/7/4, 19, , 3, , 2
2018/7/5, 12, , 3, , 2
2018/7/6, 18, , 1, 1, 2
2018/7/7, 15, , 3, , 2
2018/7/8, 13, , 2, , 1
2018/7/9, 22, , 3, 1, 1
2018/7/10, 19, , 3, 3, 1
2018/7/11, 36, , 3, 2, 1
2018/7/12, 32, , 1, , 1
2018/7/13, 16, , 1, , 1
2018/7/14, 15, , 1, 7, 1
2018/7/15, 18, , 2, 1, 1
2018/7/16, 29, , 4, 19, 1
2018/7/17, 26, , 3, , 2
2018/7/18, 25, , 3, 5, 2
2018/7/19, 28, , 5, 1, 2
2018/7/20, 22, , 1, , 2
2018/7/21, 21, , 2, 2, 2
2018/7/22, 31, , 1, 1, 2
2018/7/23, 11, , 2, 1, 2
2018/7/24, 19, , 2, 7, 2
2018/7/25, 21, , 3, , 3
2018/7/26, 43, , 3, , 3
2018/7/27, 46, , 3, , 3
2018/7/28, 50, , 4, 1, 3
2018/7/29, 43, , 7, 1, 3
2018/7/30, 21, , 5, , 3
2018/7/31, 13, , 2, , 3
2018/8/1, 23, , 2, , 3
2018/8/2, 26, , 2, 1, 3
2018/8/3, 27, , 2, 2, 3
2018/8/4, 14, , 2, , 3
2018/8/5, 34, , 1, , 3
2018/8/6, 37, , 1, , 5
2018/8/7, 90, , 3, 1, 5
2018/8/8, 99, , 5, 1, 4
2018/8/9, 127, , 4, 1, 8
2018/8/10, 217, , 2, 4, 1
2018/8/11, 37, , 4, 2, 1
2018/8/12, 23, , 2, , 1
2018/8/13, 45, , 4, 1, 3
2018/8/14, 102, , 4, 3, 2
2018/8/15, 75, , 3, 1, 2
2018/8/16, 56, , 2, 1, 5
2018/8/17, 152, , 3, 3, 4
2018/8/18, 94, , 3, 2, 1
2018/8/19, 44, , 3, 1, 2
2018/8/20, 74, , 5, 1, 4
2018/8/21, 128, , 4, 2, 4
2018/8/22, 95, , 1, , 1
2018/8/23, 14, , 4, 7, 1
2018/8/24, 17, , 4, 3, 1
2018/8/25, 23, , 2, , 2
2018/8/26, 26, , 6, 1, 1
2018/8/27, 21, , 3, , 2
2018/8/28, 39, , 3, 6, 3
2018/8/29, 58, , 2, 1, 2
2018/8/30, 30, , 2, , 2
2018/8/31, 11, , 1, 1, 2
2018/9/1, 27, , 4, , 2
2018/9/2, 18, , 2, 1, 2
2018/9/3, 29, , 4, 2, 2
2018/9/4, 13, , 4, 3, 2
2018/9/5, 19, , 4, , 2
2018/9/6, 19, , 3, , 2
2018/9/7, 21, , 3, 1, 2
2018/9/8, 19, , 1, 1, 2
2018/9/9, 18, , 3, , 2
2018/9/10, 35, , 2, , 3
2018/9/11, 14, , 3, , 1
2018/9/12, 12, , 5, 3, 1
2018/9/13, 17, , 4, , 1
2018/9/14, 15, , 4, 2, 1
2018/9/15, 23, , 5, , 1
2018/9/16, 24, , 5, , 1
2018/9/17, 17, , 6, 2, 1
2018/9/18, 16, , 8, 3, 1
2018/9/19, 28, , 7, 4, 1
2018/9/20, 29, , 9, 6, 1
2018/9/21, 27, , 8, 1, 1
2018/9/22, 18, , 5, , 1
2018/9/23, 17, , 5, 1, 1
2018/9/24, 23, , 7, , 1
2018/9/25, 21, , 3, 2, 1
2018/9/26, 12, , 5, 1, 1
2018/9/27, 17, , 6, 2, 1
2018/9/28, 18, , 3, 2, 1
2018/9/29, 20, , 3, , 1
2018/9/30, 8, , 5, 5, 1
2018/4/1, 21, , 6, 6, 3
2018/4/2, 17, , 7, 6, 3
2018/4/3, 32, , 6, 1, 3
2018/4/4, 22, , 6, 1, 2
2018/4/5, 23, , 7, 1, 1
2018/4/6, 18, , 6, , 1
2018/4/7, 22, , 5, , 1
2018/4/8, 19, , 6, , 2
2018/4/9, 22, , 4, , 1
2018/4/10, 23, , 4, 1, 1
2018/4/11, 34, , 8, 1, 1
2018/4/12, 25, , 6, , 2
2018/4/13, 27, , 7, , 2
2018/4/14, 45, , 7, , 2
2018/4/15, 16, , 3, , 2
2018/4/16, 31, , 7, , 2
2018/4/17, 17, , 3, , 2
2018/4/18, 30, , 7, , 2
2018/4/19, 23, , 3, , 3
2018/4/20, 13, , 4, , 3
2018/4/21, 20, , 4, 2, 3
2018/4/22, 22, , 7, 1, 3
2018/4/23, 20, , 3, , 3
2018/4/24, 30, , 2, 1, 3
2018/4/25, 22, , 3, 1, 3
2018/4/26, 20, , 5, , 3
2018/4/27, 30, , 4, 4, 3
2018/4/28, 62, , 2, , 3
2018/4/29, 20, , 4, , 3
2018/4/30, 23, , 3, 2, 3
2018/5/1, 25, , 3, , 3
2018/5/2, 22, , 2, , 3
2018/5/3, 21, , 1, , 3
2018/5/4, 19, , 5, 1, 4
2018/5/5, 28, , 6, , 3
2018/5/6, 26, , 3, , 2
2018/5/7, 14, , 2, 1, 
2018/5/8, 17, , 3, , 1
2018/5/9, 20, , 3, , 1
2018/5/10, 24, , 4, , 1
2018/5/11, 27, , 5, , 1
2018/5/12, 21, , 2, 3, 1
2018/5/13, 22, , 2, , 1
2018/5/14, 18, , 3, 4, 1
2018/5/15, 35, , 3, , 1
2018/5/16, 22, , 3, , 1
2018/5/17, 25, , 5, 1, 1
2018/5/18, 26, , 4, 1, 1
2018/5/19, 31, , 3, , 1
2018/5/20, 21, , 3, , 1
2018/5/21, 33, , 4, , 1
2018/5/22, 40, , 5, 1, 1
2018/5/23, 59, , 4, , 2
2018/5/24, 86, , 4, 4, 2
2018/5/25, 59, , 1, 1, 1
2018/5/26, 36, , 4, , 2
2018/5/27, 22, , 2, , 1
2018/5/28, 27, , 1, 1, 2
2018/5/29, 14, , 2, , 2
2018/5/30, 17, , 3, , 2
2018/5/31, 22, , 1, , 2
2018/6/1, 18, , 1, 4, 2
2018/6/2, 25, , 3, 1, 2
2018/6/3, 16, , 1, , 2
2018/6/4, 12, , 1, , 2
2018/6/5, 12, , 2, 1, 2
2018/6/6, 19, , 1, , 2
2018/6/7, 10, , 3, , 2
2018/6/8, 44, , 2, , 2
2018/6/9, 38, , 4, , 2
2018/6/10, 27, , 1, , 3
2018/6/11, 18, , 4, , 3
2018/6/12, 9, , 1, , 3
2018/6/13, 11, , 2, , 1
2018/6/14, 14, , 3, 7, 1
2018/6/15, 33, , 3, 6, 
2018/6/16, 36, , 3, , 1
2018/6/17, 17, , 1, , 
2018/6/18, 12, , 5, , 1
2018/6/25, 58, , 2, , 1
2018/6/26, 11, , 1, , 1
2018/6/27, 13, , 1, , 1
2018/6/28, 10, , 1, , 1
2018/6/29, 11, , 2, , 1
2018/6/30, 18, , 2, 1, 1
2018/3/26, 21, , 10, , 3
2018/3/27, 22, , 9, 3, 3
2018/3/28, 29, , 9, 12, 2
2018/3/29, 23, , 6, 4, 2
2018/3/30, 13, , 4, , 2
2018/3/31, 11, , 6, 9, 3
2017/10/1, 8, , 3, 2, 
2017/10/2, 14, , 7, , 
2017/10/3, 15, , 8, 2, 1
2017/10/4, 18, , 5, , 1
2017/10/5, 17, , 3, , 
2017/10/6, 25, , 3, , 1
2017/10/7, 12, , 1, , 1
2017/10/8, 10, , 5, , 1
2017/10/9, 13, , 6, 6, 1
2017/10/10, 13, , 4, , 1
2017/10/11, 11, , 3, 1, 1
2017/10/12, 13, , 3, 1, 1
2017/10/13, 15, , 3, , 1
2017/10/14, 26, , 7, , 2
2017/10/15, 21, , 8, , 1
2017/10/16, 22, , 9, 1, 1
2017/10/17, 19, , 3, , 1
2017/10/18, 14, , 4, , 1
2017/10/19, 16, , 5, , 2
2017/10/20, 18, , 10, 2, 2
2017/10/21, 27, , 13, 5, 2
2017/10/22, 54, , 7, 2, 2
2017/10/23, 28, , 5, , 2
2017/10/24, 7, , 3, 2, 2
2017/10/25, 14, , 4, 1, 2
2017/10/26, 14, , 7, , 2
2017/10/27, 20, , 4, , 2
2017/10/28, 16, , 3, 2, 2
2017/10/30, 11, , 10, 1, 2
2017/10/31, 20, , 9, , 2
2017/11/1, 23, , 2, , 2
2017/11/2, 12, , 5, 4, 1
2017/11/3, 15, , 4, 1, 
2017/11/4, 12, , 7, 1, 1
2017/11/5, 34, , 1, , 1
2017/11/6, 14, , 5, , 1
2017/11/7, 16, , 4, , 1
2017/11/8, 14, , 7, , 1
2017/11/9, 24, , 10, 1, 1
2017/11/10, 33, , 6, 1, 1
